"trip_id","start_stop_id","end_stop_id","start_lat","start_lon","end_lat","end_lon","TripDuration","StartTime","duration_micro_min"
694407,53309,17990,44.97707,-93.268233,44.972858,-93.275532,258,2025-09-13 03:00:00,4.3
37251,53288,53309,44.97882,-93.268872,44.97707,-93.268233,210,2025-04-22 12:00:00,3.5
264762,57087,42376,44.984434,-93.270437,44.984006,-93.270828,2034,2025-06-19 23:00:00,33.9
149896,53301,53290,44.972032,-93.274496,44.975105,-93.272017,144,2025-05-22 07:30:00,2.4
377938,17766,1199,44.963608,-93.272659,44.966622,-93.277913,441,2025-07-11 17:00:00,7.35
37160,53099,17865,44.977304,-93.275622,44.975258,-93.259325,511,2025-04-22 11:30:00,8.51666666666667
172052,14942,17960,44.991415,-93.243803,44.981997,-93.271172,668,2025-05-27 16:30:00,11.1333333333333
247012,53341,56542,44.981046,-93.263487,44.981313,-93.262831,141,2025-06-15 19:30:00,2.35
218938,53294,53315,44.976481,-93.27087,44.972251,-93.272268,199,2025-06-08 11:00:00,3.31666666666667
436096,40172,53292,44.980726,-93.268687,44.980357,-93.267579,17,2025-07-24 11:00:00,0.283333333333333
483709,17705,52344,44.964043,-93.272845,44.98697,-93.254831,764,2025-08-02 12:00:00,12.7333333333333
78835,57216,17919,44.985585,-93.285376,44.982347,-93.268931,650,2025-05-04 10:00:00,10.8333333333333
631148,17978,53765,44.979031,-93.270549,44.976883,-93.271998,97,2025-08-30 22:00:00,1.61666666666667
584871,13334,40270,44.962651,-93.288117,44.928734,-93.288334,622,2025-08-22 13:30:00,10.3666666666667
246105,53312,14891,44.973639,-93.27119,44.93942,-93.28425,1086,2025-06-15 16:30:00,18.1
502997,80846,56004,44.9738,-93.22811,44.971754,-93.215303,443,2025-08-06 10:30:00,7.38333333333333
301537,56912,56796,44.955405,-93.262668,44.948281,-93.262896,206,2025-06-28 04:30:00,3.43333333333333
379300,17960,53314,44.981997,-93.271172,44.977502,-93.267844,1293,2025-07-11 20:00:00,21.55
96460,42837,1327,44.971865,-93.272188,44.957227,-93.295401,633,2025-05-07 22:30:00,10.55
607584,17704,80892,44.965284,-93.272876,44.96274,-93.273893,98,2025-08-26 21:30:00,1.63333333333333
703798,17922,57618,44.979396,-93.272986,44.990291,-93.250334,851,2025-09-14 14:30:00,14.1833333333333
551935,14894,1889,44.944642,-93.284222,44.948754,-93.27659,194,2025-08-15 20:30:00,3.23333333333333
254096,17992,53289,44.974805,-93.273893,44.976877,-93.270512,638,2025-06-17 19:00:00,10.6333333333333
733358,17996,56338,44.978664,-93.270626,44.97496,-93.259658,338,2025-09-19 18:30:00,5.63333333333333
781353,991200,19338,44.972,-93.2468,44.971313,-93.265962,436,2025-09-27 20:30:00,7.26666666666667
744413,17704,1202,44.965284,-93.272876,44.962817,-93.277919,202,2025-09-21 15:30:00,3.36666666666667
19760,57618,16130,44.990291,-93.250334,44.983944,-93.24789,244,2025-04-15 22:30:00,4.06666666666667
436096,17959,19315,44.981216,-93.269893,44.981157,-93.267044,17,2025-07-24 11:00:00,0.283333333333333
159679,17881,19327,44.978874,-93.273949,44.969764,-93.277322,394,2025-05-24 17:00:00,6.56666666666667
143781,18008,53941,44.974792,-93.264645,44.975152,-93.267922,1750,2025-05-18 18:30:00,29.1666666666667
209484,15650,17901,44.96973,-93.258053,44.975642,-93.269091,1798,2025-06-06 15:00:00,29.9666666666667
161455,56333,15562,44.983045,-93.277453,44.988451,-93.258815,1023,2025-05-24 21:30:00,17.05
224355,19329,53099,44.973541,-93.276685,44.977304,-93.275622,357,2025-06-09 18:00:00,5.95
734419,17956,19260,44.979567,-93.266017,44.980324,-93.265519,3765,2025-09-19 22:30:00,62.75
75525,19277,17982,44.97138,-93.271337,44.975123,-93.273807,259,2025-05-03 17:30:00,4.31666666666667
196899,53292,53302,44.980357,-93.267579,44.979365,-93.268435,1464,2025-06-03 11:00:00,24.4
643112,102,17884,44.962869,-93.288125,44.976257,-93.267816,525,2025-09-02 07:00:00,8.75
597548,54034,54036,44.970998,-93.245561,44.97315,-93.245966,362,2025-08-24 17:30:00,6.03333333333333
450298,57022,49242,44.983133,-93.231979,44.980216,-93.23429,162,2025-07-26 19:30:00,2.7
150579,56471,8330,44.9989,-93.301851,45.004175,-93.308534,190,2025-05-22 13:00:00,3.16666666666667
547456,17921,17947,44.981232,-93.270364,44.979482,-93.272521,571,2025-08-14 21:30:00,9.51666666666667
49007,17903,53305,44.978369,-93.275296,44.973577,-93.273311,353,2025-04-25 22:00:00,5.88333333333333
473085,17227,17225,44.989292,-93.253007,44.991325,-93.251392,72,2025-07-31 13:00:00,1.2
696458,991210,991190,44.97195,-93.24689,44.97185,-93.24681,168,2025-09-13 14:30:00,2.8
637945,13279,991090,44.962831,-93.24482,44.948156,-93.23863,1850,2025-09-01,30.8333333333333
551970,991210,56938,44.97195,-93.24689,44.970033,-93.244875,107,2025-08-15 21:00:00,1.78333333333333
484590,53307,57011,44.97321,-93.27155,44.986673,-93.275643,828,2025-08-02 14:30:00,13.8
294889,53068,16112,44.984263,-93.267549,44.980106,-93.234715,810,2025-06-26 20:00:00,13.5
389841,40340,15660,44.959041,-93.278015,44.963621,-93.2583,425,2025-07-13 16:30:00,7.08333333333333
343048,53301,17861,44.972032,-93.274496,44.979258,-93.268715,227,2025-07-05 07:00:00,3.78333333333333
682336,17959,52344,44.981216,-93.269893,44.98697,-93.254831,297,2025-09-10 21:30:00,4.95
757053,53292,51423,44.980357,-93.267579,44.978597,-93.269919,172,2025-09-23 23:00:00,2.86666666666667
504648,44062,19322,44.978335,-93.266594,44.975395,-93.253472,416,2025-08-06 16:30:00,6.93333333333333
742501,50670,991140,44.974825,-93.225742,44.97197,-93.2463,529,2025-09-21 10:30:00,8.81666666666667
700320,15486,57575,44.995013,-93.252355,44.998567,-93.26905,397,2025-09-13 22:00:00,6.61666666666667
596871,17944,3053,44.975655,-93.278104,44.978833,-93.279025,1427,2025-08-24 15:30:00,23.7833333333333
146487,80779,991120,44.959001,-93.288097,44.94879,-93.238749,1511,2025-05-19 18:30:00,25.1833333333333
665311,16112,17859,44.980106,-93.234715,44.980492,-93.271627,910,2025-09-06 23:00:00,15.1666666666667
37734,17882,53295,44.977888,-93.271671,44.974554,-93.272476,162,2025-04-22 14:30:00,2.7
269712,53305,53301,44.973577,-93.273311,44.972032,-93.274496,1649,2025-06-20 22:00:00,27.4833333333333
443316,17921,53322,44.981232,-93.270364,44.97849,-93.267026,196,2025-07-25 17:30:00,3.26666666666667
155763,20031,53462,44.960809,-93.287885,44.967078,-93.273005,535,2025-05-23 18:30:00,8.91666666666667
132833,17911,1100,44.973111,-93.266523,44.957447,-93.295508,736,2025-05-15 17:30:00,12.2666666666667
478483,18009,53311,44.975753,-93.26386,44.971664,-93.27276,380,2025-08-01 14:00:00,6.33333333333333
708587,53293,53309,44.978412,-93.269232,44.97707,-93.268233,45,2025-09-15 01:00:00,0.75
530828,51457,53294,44.985509,-93.271661,44.976481,-93.27087,698,2025-08-11 13:00:00,11.6333333333333
251575,53461,51424,44.967556,-93.27666,44.976863,-93.265879,401,2025-06-17 08:30:00,6.68333333333333
578834,53295,53297,44.974554,-93.272476,44.9798,-93.268058,168,2025-08-21 10:00:00,2.8
454595,17903,3053,44.978369,-93.275296,44.978833,-93.279025,139,2025-07-27 12:30:00,2.31666666666667
308578,991140,16325,44.97197,-93.2463,44.973035,-93.247355,3093,2025-06-29,51.55
533313,56339,53342,44.983543,-93.278703,44.983385,-93.276823,2781,2025-08-11 21:00:00,46.35
763974,53288,19301,44.97882,-93.268872,44.978245,-93.262816,156,2025-09-25 12:30:00,2.6
252591,49407,54046,44.974555,-93.263243,44.974371,-93.236936,1030,2025-06-17 14:00:00,17.1666666666667
2936,991140,53304,44.97197,-93.2463,44.975498,-93.271686,872,2025-04-10 10:00:00,14.5333333333333
196947,17923,56336,44.977409,-93.275758,44.980074,-93.273244,194,2025-06-03 12:30:00,3.23333333333333
764252,57578,53298,44.987896,-93.259951,44.977824,-93.269698,429,2025-09-25 13:30:00,7.15
101575,17931,14905,44.969077,-93.288166,44.967899,-93.283737,275,2025-05-08 23:30:00,4.58333333333333
344113,17948,17992,44.980739,-93.270661,44.974805,-93.273893,387,2025-07-05 13:00:00,6.45
307670,16857,57206,44.948271,-93.274394,44.972757,-93.262738,738,2025-06-28 22:00:00,12.3
678983,51408,53941,44.978541,-93.26996,44.975152,-93.267922,419,2025-09-10 12:00:00,6.98333333333333
600125,12550,12622,44.93411,-93.223988,44.934082,-93.270293,904,2025-08-25 11:30:00,15.0666666666667
333831,991230,16136,44.9721,-93.24561,44.981095,-93.240634,386,2025-07-03 19:30:00,6.43333333333333
138748,12761,12762,45.013153,-93.303309,45.013266,-93.303034,901,2025-05-17 16:30:00,15.0166666666667
273658,18007,17982,44.973827,-93.265452,44.975123,-93.273807,243,2025-06-21 16:30:00,4.05
542470,19250,17942,44.969946,-93.274293,44.974679,-93.28044,689,2025-08-13 20:30:00,11.4833333333333
46044,17948,17998,44.980739,-93.270661,44.980584,-93.269053,31,2025-04-25 09:30:00,0.516666666666667
546286,49296,53291,44.968916,-93.281948,44.973025,-93.273668,456,2025-08-14 18:00:00,7.6
421539,18011,17917,44.978645,-93.261401,44.984022,-93.26669,2691,2025-07-20 17:00:00,44.85
492366,53299,41542,44.975929,-93.271325,44.9833,-93.2742,580,2025-08-03 20:30:00,9.66666666666667
442560,17959,51457,44.981216,-93.269893,44.985509,-93.271661,203,2025-07-25 16:00:00,3.38333333333333
458033,17980,53303,44.97712,-93.272189,44.977433,-93.270051,1077,2025-07-28 10:30:00,17.95
209068,1197,80853,44.969476,-93.277929,44.969722,-93.276402,361,2025-06-06 13:00:00,6.01666666666667
234644,19296,14954,44.976653,-93.265164,44.988616,-93.253267,451,2025-06-12 12:30:00,7.51666666666667
772953,53305,17976,44.973577,-93.273311,44.980401,-93.269493,195,2025-09-26 19:00:00,3.25
559946,56910,16130,44.962584,-93.26263,44.983944,-93.24789,1232,2025-08-17 09:30:00,20.5333333333333
216587,56336,49542,44.980074,-93.273244,44.974626,-93.261109,352,2025-06-07 19:30:00,5.86666666666667
259729,19313,53068,44.984451,-93.272215,44.984263,-93.267549,1202,2025-06-18 22:30:00,20.0333333333333
569550,19315,53297,44.981157,-93.267044,44.9798,-93.268058,406,2025-08-19 15:30:00,6.76666666666667
523952,19318,56332,44.978264,-93.26025,44.980177,-93.273202,4545,2025-08-09 22:00:00,75.75
774218,53319,51077,44.972629,-93.271973,44.991557,-93.251667,1197,2025-09-26 21:30:00,19.95
39131,19314,57578,44.98217,-93.269321,44.987896,-93.259951,606,2025-04-22 19:30:00,10.1
368208,18009,53297,44.975753,-93.26386,44.9798,-93.268058,2277,2025-07-09 20:00:00,37.95
157053,53291,19329,44.973025,-93.273668,44.973541,-93.276685,136,2025-05-23 22:30:00,2.26666666666667
345272,53296,17994,44.97272,-93.274691,44.976718,-93.272273,360,2025-07-05 16:00:00,6
166472,17899,18007,44.973989,-93.265298,44.973827,-93.265452,4854,2025-05-25 22:30:00,80.9
213533,56040,16112,44.971754,-93.215229,44.980106,-93.234715,463,2025-06-07 08:30:00,7.71666666666667
754624,16562,41248,44.973423,-93.221615,44.973889,-93.227228,194,2025-09-23 15:30:00,3.23333333333333
340720,16330,44062,44.98686,-93.275638,44.978335,-93.266594,634,2025-07-04 21:30:00,10.5666666666667
492644,14955,57457,44.989413,-93.251992,44.988497,-93.254787,109,2025-08-03 21:30:00,1.81666666666667
67142,16330,53298,44.98686,-93.275638,44.977824,-93.269698,418,2025-05-01 07:30:00,6.96666666666667
330387,17976,17903,44.980401,-93.269493,44.978369,-93.275296,322,2025-07-03 08:30:00,5.36666666666667
37751,53941,1200,44.975152,-93.267922,44.965341,-93.277917,455,2025-04-22 15:00:00,7.58333333333333
558093,51077,53322,44.991557,-93.251667,44.97849,-93.267026,792,2025-08-16 21:30:00,13.2
205001,53293,53321,44.978412,-93.269232,44.976558,-93.268727,498,2025-06-05 15:00:00,8.3
356724,56701,57457,44.987747,-93.241197,44.988497,-93.254787,381,2025-07-07 13:00:00,6.35
690429,13337,991040,44.96263,-93.291123,44.948764,-93.239151,1539,2025-09-12 14:30:00,25.65
149621,16479,16303,44.934381,-93.212858,44.934484,-93.224019,199,2025-05-21 22:30:00,3.31666666666667
719136,53099,16330,44.977304,-93.275622,44.98686,-93.275638,481,2025-09-16 22:00:00,8.01666666666667
587276,57023,16112,44.973082,-93.247862,44.980106,-93.234715,1286,2025-08-22 19:30:00,21.4333333333333
574930,16124,57012,44.98794,-93.254214,44.981407,-93.26704,808,2025-08-20 16:00:00,13.4666666666667
744776,16124,17227,44.98794,-93.254214,44.989292,-93.253007,99,2025-09-21 16:00:00,1.65
519362,56137,17994,44.962806,-93.255922,44.976718,-93.272273,903,2025-08-09 11:00:00,15.05
164191,53296,17980,44.97272,-93.274691,44.97712,-93.272189,168,2025-05-25 15:30:00,2.8
545814,53765,17907,44.976883,-93.271998,44.976167,-93.273825,50,2025-08-14 16:30:00,0.833333333333333
378098,56137,15664,44.962806,-93.255922,44.962647,-93.256364,23,2025-07-11 17:30:00,0.383333333333333
164561,17961,17866,44.984163,-93.267063,44.976103,-93.257855,950,2025-05-25 16:30:00,15.8333333333333
541220,991010,17590,44.948374,-93.238824,44.94864,-93.220311,367,2025-08-13 17:00:00,6.11666666666667
748144,56002,49242,44.973645,-93.231064,44.980216,-93.23429,241,2025-09-22 11:00:00,4.01666666666667
202902,53322,19294,44.97849,-93.267026,44.978621,-93.263496,3905,2025-06-04 22:00:00,65.0833333333333
104164,53289,17982,44.976877,-93.270512,44.975123,-93.273807,86,2025-05-09 17:00:00,1.43333333333333
240272,991210,16117,44.97195,-93.24689,44.983804,-93.243926,403,2025-06-14 14:00:00,6.71666666666667
122546,17908,53315,44.97499,-93.271085,44.972251,-93.272268,214,2025-05-13 13:30:00,3.56666666666667
568402,16112,56041,44.980106,-93.234715,44.974799,-93.222881,362,2025-08-19 11:30:00,6.03333333333333
216289,53297,17882,44.9798,-93.268058,44.977888,-93.271671,166,2025-06-07 18:00:00,2.76666666666667
20337,56701,54046,44.987747,-93.241197,44.974371,-93.236936,388,2025-04-16 11:00:00,6.46666666666667
631288,53300,51201,44.973973,-93.272982,44.981085,-93.275251,537,2025-08-30 22:00:00,8.95
771779,53302,17921,44.979365,-93.268435,44.981232,-93.270364,191,2025-09-26 16:30:00,3.18333333333333
47473,51457,17960,44.985509,-93.271661,44.981997,-93.271172,266,2025-04-25 17:00:00,4.43333333333333
574742,53304,19308,44.975498,-93.271686,44.980501,-93.26487,465,2025-08-20 15:30:00,7.75
288082,17881,56910,44.978874,-93.273949,44.962584,-93.26263,1742,2025-06-24 17:30:00,29.0333333333333
269512,17882,51408,44.977888,-93.271671,44.978541,-93.26996,1699,2025-06-20 21:30:00,28.3166666666667
32421,17885,17960,44.975,-93.264875,44.981997,-93.271172,430,2025-04-19 23:30:00,7.16666666666667
384543,17861,53298,44.979258,-93.268715,44.977824,-93.269698,223,2025-07-12 17:30:00,3.71666666666667
310142,56420,56421,44.999086,-93.308129,44.991747,-93.308142,241,2025-06-29 12:00:00,4.01666666666667
775718,57208,17859,44.990455,-93.280598,44.980492,-93.271627,2097,2025-09-27 02:00:00,34.95
589770,57578,53300,44.987896,-93.259951,44.973973,-93.272982,559,2025-08-23 10:30:00,9.31666666666667
342413,17959,56336,44.981216,-93.269893,44.980074,-93.273244,152,2025-07-04 23:30:00,2.53333333333333
338355,53296,42837,44.97272,-93.274691,44.971865,-93.272188,1952,2025-07-04 17:00:00,32.5333333333333
454175,19277,53319,44.97138,-93.271337,44.972629,-93.271973,84,2025-07-27 10:30:00,1.4
523582,17902,17992,44.977311,-93.273066,44.974805,-93.273893,1421,2025-08-09 21:30:00,23.6833333333333
104226,57459,51202,44.971074,-93.264047,44.98115,-93.27516,841,2025-05-09 17:30:00,14.0166666666667
10367,51202,17984,44.98115,-93.27516,44.973182,-93.275527,291,2025-04-12 19:00:00,4.85
5147,19327,53765,44.969764,-93.277322,44.976883,-93.271998,247,2025-04-11 11:00:00,4.11666666666667
153949,19337,17992,44.971967,-93.271211,44.974805,-93.273893,194,2025-05-23 12:30:00,3.23333333333333
525077,17903,53295,44.978369,-93.275296,44.974554,-93.272476,360,2025-08-10 03:30:00,6
241761,1914,53312,44.967105,-93.277717,44.973639,-93.27119,495,2025-06-14 18:30:00,8.25
483210,53299,53295,44.975929,-93.271325,44.974554,-93.272476,555,2025-08-02 09:30:00,9.25
82584,54,797,44.93968,-93.262673,44.939416,-93.262462,120,2025-05-04 20:30:00,2
386903,17947,17859,44.979482,-93.272521,44.980492,-93.271627,84,2025-07-12 22:30:00,1.4
697176,44062,17992,44.978335,-93.266594,44.974805,-93.273893,255,2025-09-13 16:30:00,4.25
248054,41542,42376,44.9833,-93.2742,44.984006,-93.270828,3111,2025-06-15 23:30:00,51.85
734243,41911,17881,44.970189,-93.274213,44.978874,-93.273949,569,2025-09-19 21:30:00,9.48333333333333
511324,19327,57331,44.969764,-93.277322,44.948323,-93.234029,1545,2025-08-07 20:30:00,25.75
231859,53341,18009,44.981046,-93.263487,44.975753,-93.26386,336,2025-06-11 16:30:00,5.6
587178,56702,56703,44.963354,-93.235101,44.963204,-93.235129,2978,2025-08-22 19:30:00,49.6333333333333
423020,11652,12257,44.999332,-93.28808,44.999192,-93.280005,205,2025-07-20 21:30:00,3.41666666666667
311953,50195,49296,44.950362,-93.298138,44.968916,-93.281948,1548,2025-06-29 15:00:00,25.8
726017,53293,53308,44.978412,-93.269232,44.975137,-93.269886,206,2025-09-18 08:30:00,3.43333333333333
426137,56796,1883,44.948281,-93.262896,44.939429,-93.277831,397,2025-07-21 19:30:00,6.61666666666667
385005,17992,17902,44.974805,-93.273893,44.977311,-93.273066,207,2025-07-12 18:30:00,3.45
603468,43022,17516,44.948244,-93.239165,44.934061,-93.278117,717,2025-08-26 01:30:00,11.95
607737,17907,53294,44.976167,-93.273825,44.976481,-93.27087,1498,2025-08-26 22:00:00,24.9666666666667
234817,53298,17921,44.977824,-93.269698,44.981232,-93.270364,253,2025-06-12 13:30:00,4.21666666666667
139793,16124,19302,44.98794,-93.254214,44.975442,-93.252829,648,2025-05-17 20:00:00,10.8
282008,53765,53304,44.976883,-93.271998,44.975498,-93.271686,471,2025-06-23 11:00:00,7.85
590796,19301,53295,44.978245,-93.262816,44.974554,-93.272476,251,2025-08-23 14:00:00,4.18333333333333
252519,57208,16406,44.990455,-93.280598,44.990413,-93.280802,3625,2025-06-17 13:30:00,60.4166666666667
237829,53305,44062,44.973577,-93.273311,44.978335,-93.266594,428,2025-06-13 16:30:00,7.13333333333333
214348,19295,53316,44.977653,-93.264342,44.974198,-93.270718,543,2025-06-07 12:30:00,9.05
71788,15364,15364,44.958767,-93.247422,44.958767,-93.247422,96,2025-05-02 19:00:00,1.6
134551,53319,17907,44.972629,-93.271973,44.976167,-93.273825,183,2025-05-16 08:30:00,3.05
610019,20047,57208,44.952062,-93.288201,44.990455,-93.280598,1136,2025-08-27 15:00:00,18.9333333333333
194631,16124,15477,44.98794,-93.254214,44.987567,-93.257316,188,2025-06-02 14:00:00,3.13333333333333
320370,51077,16123,44.991557,-93.251667,44.98721,-93.252469,338,2025-07-01 08:00:00,5.63333333333333
777257,41243,56699,44.97535,-93.226535,44.983811,-93.24056,470,2025-09-27 12:00:00,7.83333333333333
757660,1322,50195,44.948215,-93.29819,44.950362,-93.298138,156,2025-09-24 08:00:00,2.6
523452,16102,16097,44.985482,-93.230466,44.987657,-93.23029,76,2025-08-09 21:30:00,1.26666666666667
520758,17897,17884,44.972836,-93.262431,44.976257,-93.267816,1376,2025-08-09 16:00:00,22.9333333333333
268946,17919,991250,44.982347,-93.268931,44.97208,-93.24556,653,2025-06-20 20:30:00,10.8833333333333
271985,57357,14857,44.948417,-93.288266,44.942998,-93.284395,269,2025-06-21 12:00:00,4.48333333333333
166483,41251,52141,44.985524,-93.238991,44.975235,-93.226948,311,2025-05-25 23:00:00,5.18333333333333
122707,53299,53304,44.975929,-93.271325,44.975498,-93.271686,140,2025-05-13 14:00:00,2.33333333333333
128102,13509,13505,44.966457,-93.295487,44.966469,-93.292949,929,2025-05-14 17:00:00,15.4833333333333
540834,17764,17984,44.960804,-93.272665,44.973182,-93.275527,398,2025-08-13 16:00:00,6.63333333333333
262480,41703,3525,44.948144,-93.318286,44.949293,-93.305214,288,2025-06-19 17:00:00,4.8
46283,19338,15655,44.971313,-93.265962,44.968074,-93.258311,354,2025-04-25 11:30:00,5.9
469456,19332,17984,44.974327,-93.280108,44.973182,-93.275527,116,2025-07-30 17:30:00,1.93333333333333
396964,51423,53297,44.978597,-93.269919,44.9798,-93.268058,116,2025-07-15 08:30:00,1.93333333333333
681976,40172,17978,44.980726,-93.268687,44.979031,-93.270549,144,2025-09-10 20:30:00,2.4
697472,53288,17224,44.97882,-93.268872,44.990551,-93.251736,758,2025-09-13 17:00:00,12.6333333333333
68117,53314,56336,44.977502,-93.267844,44.980074,-93.273244,168,2025-05-01 13:30:00,2.8
709725,16116,991180,44.982688,-93.241112,44.97182,-93.24715,281,2025-09-15 11:30:00,4.68333333333333
118750,49242,54046,44.980216,-93.23429,44.974371,-93.236936,376,2025-05-12 14:00:00,6.26666666666667
75845,53303,56422,44.977433,-93.270051,44.991233,-93.308302,2943,2025-05-03 18:00:00,49.05
195192,53321,53294,44.976558,-93.268727,44.976481,-93.27087,92,2025-06-02 16:00:00,1.53333333333333
142385,17859,57549,44.980492,-93.271627,44.987971,-93.259839,443,2025-05-18 14:30:00,7.38333333333333
472865,53290,53295,44.975105,-93.272017,44.974554,-93.272476,161,2025-07-31 12:30:00,2.68333333333333
436195,56703,991080,44.963204,-93.235129,44.947919,-93.23861,562,2025-07-24 11:30:00,9.36666666666667
321434,17996,53765,44.978664,-93.270626,44.976883,-93.271998,179,2025-07-01 13:30:00,2.98333333333333
515314,53295,53290,44.974554,-93.272476,44.975105,-93.272017,942,2025-08-08 17:00:00,15.7
312329,53287,19294,44.980905,-93.267133,44.978621,-93.263496,514,2025-06-29 15:30:00,8.56666666666667
340399,19334,53765,44.971839,-93.276084,44.976883,-93.271998,420,2025-07-04 21:00:00,7
422151,53296,17982,44.97272,-93.274691,44.975123,-93.273807,464,2025-07-20 19:00:00,7.73333333333333
482150,57551,12259,44.995318,-93.266648,44.998769,-93.268896,147,2025-08-01 23:00:00,2.45
328025,19317,17906,44.979494,-93.263196,44.977267,-93.276084,389,2025-07-02 18:30:00,6.48333333333333
32407,17919,19314,44.982347,-93.268931,44.98217,-93.269321,163,2025-04-19 23:30:00,2.71666666666667
90520,16479,56001,44.934381,-93.212858,44.971941,-93.246128,1168,2025-05-06 18:30:00,19.4666666666667
372041,110,4866,44.946792,-93.288233,44.948327,-93.304977,409,2025-07-10 16:00:00,6.81666666666667
720530,8306,8925,44.999218,-93.28935,44.997622,-93.294053,232,2025-09-17 10:00:00,3.86666666666667
792386,48930,53068,44.983455,-93.265724,44.984263,-93.267549,95,2025-09-29 21:00:00,1.58333333333333
309038,13267,51412,44.962816,-93.240714,44.962518,-93.247072,79,2025-06-29 09:30:00,1.31666666666667
648208,53765,53303,44.976883,-93.271998,44.977433,-93.270051,111,2025-09-03 10:30:00,1.85
709784,17992,17980,44.974805,-93.273893,44.97712,-93.272189,183,2025-09-15 11:30:00,3.05
61487,1200,19330,44.965341,-93.277917,44.974212,-93.278105,211,2025-04-29 15:00:00,3.51666666666667
153346,16342,17881,44.990262,-93.280323,44.978874,-93.273949,374,2025-05-23 08:00:00,6.23333333333333
670375,17982,17994,44.975123,-93.273807,44.976718,-93.272273,124,2025-09-08 11:00:00,2.06666666666667
520590,19296,17888,44.976653,-93.265164,44.972684,-93.259405,149,2025-08-09 15:30:00,2.48333333333333
369278,17884,18007,44.976257,-93.267816,44.973827,-93.265452,283,2025-07-09 23:00:00,4.71666666666667
337676,17960,17859,44.981997,-93.271172,44.980492,-93.271627,43,2025-07-04 15:00:00,0.716666666666667
709307,53319,41383,44.972629,-93.271973,44.978398,-93.263297,236,2025-09-15 09:30:00,3.93333333333333
752424,17923,53099,44.977409,-93.275758,44.977304,-93.275622,340,2025-09-23 04:30:00,5.66666666666667
188564,19329,53290,44.973541,-93.276685,44.975105,-93.272017,684,2025-05-31 22:00:00,11.4
447675,17953,53309,44.986234,-93.261169,44.97707,-93.268233,529,2025-07-26 13:30:00,8.81666666666667
166057,19332,17917,44.974327,-93.280108,44.984022,-93.26669,424,2025-05-25 21:30:00,7.06666666666667
63567,17863,41383,44.977262,-93.264014,44.978398,-93.263297,92,2025-04-30 06:30:00,1.53333333333333
32059,991040,991060,44.948764,-93.239151,44.948022,-93.238936,239,2025-04-19 23:00:00,3.98333333333333
488885,991210,991140,44.97195,-93.24689,44.97197,-93.2463,50,2025-08-03 08:00:00,0.833333333333333
587723,12281,17934,44.986808,-93.255077,44.964512,-93.290093,812,2025-08-22 21:00:00,13.5333333333333
620470,1202,56697,44.962817,-93.277919,44.962615,-93.277632,1861,2025-08-29 11:00:00,31.0166666666667
604136,16136,54034,44.981095,-93.240634,44.970998,-93.245561,239,2025-08-26 10:00:00,3.98333333333333
434825,17859,19313,44.980492,-93.271627,44.984451,-93.272215,245,2025-07-23 22:00:00,4.08333333333333
180688,53302,53297,44.979365,-93.268435,44.9798,-93.268058,83,2025-05-30 14:30:00,1.38333333333333
721620,1111,52857,44.937824,-93.298481,44.950066,-93.297867,249,2025-09-17 14:00:00,4.15
30569,53296,17887,44.97272,-93.274691,44.973427,-93.261214,468,2025-04-19 18:00:00,7.8
